record_id,scope,institution_id,bank_number_key,PI_CAT_ID,confidence,evidence_count,evidence_json
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 151,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 151,PI_CAT-17,0.98,3,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""Name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 151,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 151,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 151,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 151,PI_CAT-25,1.00,6,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Social Insurance Number"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d'assurance sociale"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""note_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""note_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-1,0.90,1,"[{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""marital status"",""rule"":""biographical example""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-3,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""contact information"",""rule"":""explicit contact information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""coordonnées"",""rule"":""explicit contact information""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-4,0.97,3,"[{""confidence"":0.97,""field"":""class_of_individuals_en"",""language"":""en"",""matched_text"":""landed immigrant"",""rule"":""citizenship or immigration status""},{""confidence"":0.97,""field"":""class_of_individuals_fr"",""language"":""fr"",""matched_text"":""statut de résident permanent"",""rule"":""citizenship or immigration status""},{""confidence"":0.97,""field"":""description_en"",""language"":""en"",""matched_text"":""citizenship status"",""rule"":""citizenship or immigration status""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-6,0.79,4,"[{""confidence"":0.79,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""credit bureau"",""rule"":""credit assessment information""},{""confidence"":0.79,""field"":""description_en"",""language"":""en"",""matched_text"":""credit bureaus"",""rule"":""credit assessment information""},{""confidence"":0.79,""field"":""description_en"",""language"":""en"",""matched_text"":""credit information"",""rule"":""credit assessment information""},{""confidence"":0.79,""field"":""description_fr"",""language"":""fr"",""matched_text"":""faillite"",""rule"":""credit assessment information""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-8,1.00,4,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""date of birth"",""rule"":""date of birth""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""date de naissance"",""rule"":""date of birth""},{""confidence"":1.0,""field"":""note_en"",""language"":""en"",""matched_text"":""date of birth"",""rule"":""date of birth""},{""confidence"":1.0,""field"":""note_fr"",""language"":""fr"",""matched_text"":""date de naissance"",""rule"":""date of birth""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-12,0.90,1,"[{""confidence"":0.9,""field"":""consistent_uses_fr"",""language"":""fr"",""matched_text"":""Dossiers du personnel"",""rule"":""employee personnel record""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-13,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""financial information"",""rule"":""explicit financial information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements financiers"",""rule"":""explicit financial information""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-15,0.90,2,"[{""confidence"":0.9,""field"":""description_en"",""language"":""en"",""matched_text"":""language"",""rule"":""language in personal-information enumeration""},{""confidence"":0.9,""field"":""description_fr"",""language"":""fr"",""matched_text"":""langue"",""rule"":""language in personal-information enumeration""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-16,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""medical information"",""rule"":""explicit medical information""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""renseignements médicaux"",""rule"":""explicit medical information""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-17,0.98,2,"[{""confidence"":0.98,""field"":""description_en"",""language"":""en"",""matched_text"":""name"",""rule"":""name in personal-information enumeration""},{""confidence"":0.98,""field"":""description_fr"",""language"":""fr"",""matched_text"":""nom"",""rule"":""name in personal-information enumeration""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-20,0.99,2,"[{""confidence"":0.99,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""photo"",""rule"":""photograph or recorded image""},{""confidence"":0.99,""field"":""consistent_uses_fr"",""language"":""fr"",""matched_text"":""photos"",""rule"":""photograph or recorded image""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-24,1.00,2,"[{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""signature"",""rule"":""signature""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""signature"",""rule"":""signature""}]"
institution:ati-schedule-i-canada-employment-insurance-commission:ESDC PPU 030,institution,ati-schedule-i-canada-employment-insurance-commission,ESDC PPU 030,PI_CAT-25,1.00,8,"[{""confidence"":1.0,""field"":""consistent_uses_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""consistent_uses_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_en"",""language"":""en"",""matched_text"":""Social Insurance Number"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""description_fr"",""language"":""fr"",""matched_text"":""numéro d'assurance sociale"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""note_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""note_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_en"",""language"":""en"",""matched_text"":""SIN"",""rule"":""Social Insurance Number""},{""confidence"":1.0,""field"":""purpose_fr"",""language"":""fr"",""matched_text"":""NAS"",""rule"":""Social Insurance Number""}]"
